clothes_class,clothing_path,R_median,G_median,B_median
t-shirt,clothing-dataset-small/t-shirt/bfcfaab9-549e-46f8-bbb7-7355d9fc58b4.jpg,42,30,42
t-shirt,clothing-dataset-small/t-shirt/aea89834-9bbb-4fb9-ba77-d1eae6dd0666.jpg,18,19,18
t-shirt,clothing-dataset-small/t-shirt/074e0101-337d-404e-9288-44902cc0f0b9.jpg,220,172,220
t-shirt,clothing-dataset-small/t-shirt/e7dd97e3-73bf-4443-afc7-7b439d94ebd4.jpg,94,96,94
t-shirt,clothing-dataset-small/t-shirt/50c03b15-b03e-4b7f-bd52-6332eca1bea8.jpg,218,214,218
t-shirt,clothing-dataset-small/t-shirt/ed149619-b61a-4f21-9a5f-ba3799ebbc28.jpg,164,144,164
t-shirt,clothing-dataset-small/t-shirt/37249632-2876-4cc6-b689-49a6b2c3396a.jpg,13,13,13
t-shirt,clothing-dataset-small/t-shirt/a442491b-63d8-4be6-8feb-0dadd876d68c.jpg,190,154,190
t-shirt,clothing-dataset-small/t-shirt/c33c33d1-1e04-4db3-9443-86d38c9daf81.jpg,103,88,103
t-shirt,clothing-dataset-small/t-shirt/69d17114-7365-41d1-a1f8-951a53a0683d.jpg,182,181,182
t-shirt,clothing-dataset-small/t-shirt/6d4c7fde-4457-49bf-b3b6-7af0fd9f137b.jpg,47,46,47
t-shirt,clothing-dataset-small/t-shirt/784fbafe-cd97-48b4-a978-918a8c95e228.jpg,84,83,84
t-shirt,clothing-dataset-small/t-shirt/2bc86809-3b2e-484b-b623-4c5ca81cc606.jpg,177,177,177
t-shirt,clothing-dataset-small/t-shirt/1fb0b8b0-f8c2-45ce-8405-e2b86199475f.jpg,108,118,108
t-shirt,clothing-dataset-small/t-shirt/01ace8a7-7621-478e-af83-cd4fac4cb157.jpg,170,131,170
t-shirt,clothing-dataset-small/t-shirt/209754b1-a016-4120-b20c-1354080422d7.jpg,117,104,117
t-shirt,clothing-dataset-small/t-shirt/d72721d7-59cd-48bd-9da0-4bff5ae40684.jpg,58,72,58
t-shirt,clothing-dataset-small/t-shirt/ae2a179f-07d3-4a31-ac2a-9572273755eb.jpg,159,141,159
t-shirt,clothing-dataset-small/t-shirt/fa25fb0b-a12f-459d-b4ac-6504d5da5a5d.jpg,127,129,127
t-shirt,clothing-dataset-small/t-shirt/5d35805d-9064-430c-90f9-a9395d116a8c.jpg,5,117,5
t-shirt,clothing-dataset-small/t-shirt/3a302a79-82d8-42ff-a4b9-41697ff6442e.jpg,94,76,94
t-shirt,clothing-dataset-small/t-shirt/2fff27df-def9-4410-962e-cbba35a6b29f.jpg,53,45,53
t-shirt,clothing-dataset-small/t-shirt/04520051-6197-4561-a721-8e73c0d4116a.jpg,129,133,129
t-shirt,clothing-dataset-small/t-shirt/d20ca353-1e47-4e1b-bd63-ea9d3a4d66a9.jpg,197,191,197
t-shirt,clothing-dataset-small/t-shirt/ae7ec1a1-47e3-4ff4-af90-50fa4bef4d4e.jpg,184,181,184
t-shirt,clothing-dataset-small/t-shirt/3efe0827-6f77-4fa1-9acf-8c7c830bbaa0.jpg,219,212,219
t-shirt,clothing-dataset-small/t-shirt/ac2b8fd1-de2c-495c-9ab2-e4930d36e925.jpg,241,113,241
t-shirt,clothing-dataset-small/t-shirt/8d19dfbe-1d4a-4e4e-b4be-da8aae7bda45.jpg,210,205,210
t-shirt,clothing-dataset-small/t-shirt/a5c1c9a1-dc9b-4224-bb86-5141922772bb.jpg,192,217,192
t-shirt,clothing-dataset-small/t-shirt/83ff89cc-04a4-48cc-8452-739a68b38a31.jpg,176,55,176
t-shirt,clothing-dataset-small/t-shirt/4617d065-8091-438c-9c7c-e6c53896aab0.jpg,195,197,195
t-shirt,clothing-dataset-small/t-shirt/1780602c-6dca-4f37-9cc3-b92f9002bae9.jpg,170,169,170
t-shirt,clothing-dataset-small/t-shirt/7efbc6bc-b712-44ac-a877-3598c33646ca.jpg,141,145,141
t-shirt,clothing-dataset-small/t-shirt/9a1dfc16-e4e6-46cb-925d-55d01fa04944.jpg,27,27,27
t-shirt,clothing-dataset-small/t-shirt/25841099-09a8-4bff-9f23-c223a5501e22.jpg,238,42,238
t-shirt,clothing-dataset-small/t-shirt/424cb2a9-1949-4930-8ce1-c95f740f8444.jpg,180,167,180
t-shirt,clothing-dataset-small/t-shirt/45626f38-49a8-4222-8b33-82d0712a6f40.jpg,13,17,13
t-shirt,clothing-dataset-small/t-shirt/ae7c807c-5199-423d-a337-a902aadf5f65.jpg,37,59,37
t-shirt,clothing-dataset-small/t-shirt/5f569a69-0cee-47d8-b969-5e6678ca635a.jpg,7,172,7
t-shirt,clothing-dataset-small/t-shirt/21845140-b1e3-4344-b836-60e1d4b09311.jpg,194,58,194
t-shirt,clothing-dataset-small/t-shirt/2a7c1877-3131-49dd-9712-f78f0da4daf2.jpg,208,206,208
t-shirt,clothing-dataset-small/t-shirt/e33e0c6e-be75-46b5-af4c-a307e0a0d8ea.jpg,11,13,11
t-shirt,clothing-dataset-small/t-shirt/62e1f14f-9376-4d4a-bf33-e2b3d864695a.jpg,176,144,176
t-shirt,clothing-dataset-small/t-shirt/29ad3be2-bfb1-4978-b384-e47f44124776.jpg,52,61,52
t-shirt,clothing-dataset-small/t-shirt/54e2c8ea-58ef-4871-ae3f-75eabd9a2c6c.jpg,144,110,144
t-shirt,clothing-dataset-small/t-shirt/d97a270c-9349-45f7-a06f-dfaf4f17c495.jpg,171,191,171
t-shirt,clothing-dataset-small/t-shirt/2a512285-ef9d-463c-b747-8e60bf50f059.jpg,168,163,168
t-shirt,clothing-dataset-small/t-shirt/d52dd115-109d-4bb6-8ad7-85c1768675b1.jpg,130,52,130
t-shirt,clothing-dataset-small/t-shirt/13e4f8bd-04b9-48a8-9939-05d86b9cf9bf.jpg,185,178,185
t-shirt,clothing-dataset-small/t-shirt/3583f121-f3e0-4322-b9d3-84ec8bc6af28.jpg,10,11,10
t-shirt,clothing-dataset-small/t-shirt/b5554aac-3c15-412a-8ddc-47b1e152e57e.jpg,198,184,198
t-shirt,clothing-dataset-small/t-shirt/ff20153b-095e-4749-a5d0-8c508d04e77c.jpg,45,42,45
t-shirt,clothing-dataset-small/t-shirt/8fe33c5f-218a-41f0-9ccb-7f8898b58c63.jpg,69,42,69
t-shirt,clothing-dataset-small/t-shirt/0881dd9e-aa51-456a-a623-287a93894224.jpg,121,119,121
t-shirt,clothing-dataset-small/t-shirt/f8c5b758-d78e-4182-8246-5bf94e0442d6.jpg,102,121,102
t-shirt,clothing-dataset-small/t-shirt/1bc82def-5c39-4593-b7cd-171d65ecd44f.jpg,30,33,30
t-shirt,clothing-dataset-small/t-shirt/a8e7055a-d23a-4c78-a2c4-2859c33d3bb7.jpg,36,26,36
t-shirt,clothing-dataset-small/t-shirt/10053308-100b-4249-a638-ec23b4df4138.jpg,231,38,231
t-shirt,clothing-dataset-small/t-shirt/980ac56c-90e7-4017-931e-4defbc605207.jpg,29,29,29
t-shirt,clothing-dataset-small/t-shirt/ad1c122e-b705-451a-aa5a-1fc6272550b2.jpg,197,184,197
t-shirt,clothing-dataset-small/t-shirt/d978eb33-ed9f-417d-94be-9a7bb86fc771.jpg,191,193,191
t-shirt,clothing-dataset-small/t-shirt/4c08ecd6-faf9-4dbb-ae7c-d66a880389e0.jpg,130,20,130
t-shirt,clothing-dataset-small/t-shirt/d4d57319-3c65-4b8d-b4a2-4c1e185933ad.jpg,122,99,122
t-shirt,clothing-dataset-small/t-shirt/ba5bc47d-9651-4164-9310-b9d2108f9f6e.jpg,60,60,60
t-shirt,clothing-dataset-small/t-shirt/8713b1fa-9037-4657-8eda-084d4e147dce.jpg,50,50,50
t-shirt,clothing-dataset-small/t-shirt/544332ea-24e3-430d-83e4-870e427bca95.jpg,197,67,197
t-shirt,clothing-dataset-small/t-shirt/95609fcf-b2c2-4f35-8454-a308262e30ea.jpg,163,155,163
t-shirt,clothing-dataset-small/t-shirt/e7d4544f-a4d5-4fde-aedb-dd9117a68b31.jpg,50,129,50
t-shirt,clothing-dataset-small/t-shirt/14d226e6-6179-4e7c-aed8-0471391974e3.jpg,45,55,45
t-shirt,clothing-dataset-small/t-shirt/68fc2f45-6c5d-4a57-a3e7-2f6a72a4c486.jpg,191,186,191
t-shirt,clothing-dataset-small/t-shirt/c171c43f-3a6d-4a5c-9aaa-fbed10502350.jpg,188,164,188
t-shirt,clothing-dataset-small/t-shirt/c7036eae-f06c-4aaf-85d5-fdbf64505cfa.jpg,167,167,167
t-shirt,clothing-dataset-small/t-shirt/c614a09e-9683-4d53-8387-de6db3d5e306.jpg,227,67,227
t-shirt,clothing-dataset-small/t-shirt/bb8a413c-c2fa-4b2f-9ce9-f6e44cbf0ecd.jpg,136,129,136
t-shirt,clothing-dataset-small/t-shirt/64af0d68-9e87-4a52-82d8-67fb9ba9b2dd.jpg,182,183,182
t-shirt,clothing-dataset-small/t-shirt/844083b8-2610-413c-9c41-2bd1440b797e.jpg,182,8,182
t-shirt,clothing-dataset-small/t-shirt/af3ca392-82ed-474b-a346-7d6cf8937f2c.jpg,165,166,165
t-shirt,clothing-dataset-small/t-shirt/0809f68f-44bf-4eb4-bf09-dd50446f96cf.jpg,52,64,52
t-shirt,clothing-dataset-small/t-shirt/b602653d-ecac-482d-abac-710a440ba811.jpg,201,0,201
t-shirt,clothing-dataset-small/t-shirt/5bbe556b-67c3-434a-b91f-703cc7c0f453.jpg,219,214,219
t-shirt,clothing-dataset-small/t-shirt/fa53d8bd-0c11-4849-bd90-0eb6737f63a2.jpg,214,15,214
t-shirt,clothing-dataset-small/t-shirt/fbb96cbf-6fd6-43e1-bd41-20606dfc1339.jpg,203,39,203
t-shirt,clothing-dataset-small/t-shirt/9c7c3ae3-0afe-4f6e-b28e-adcfcbf4aa2e.jpg,31,30,31
t-shirt,clothing-dataset-small/t-shirt/07adbe68-f902-4819-8a74-420cf4745253.jpg,137,163,137
t-shirt,clothing-dataset-small/t-shirt/7462a8de-42f6-44fa-aacd-ba38c4c06ebd.jpg,60,112,60
t-shirt,clothing-dataset-small/t-shirt/bca5d877-14a4-428c-b031-2354ddf9ae7b.jpg,199,83,199
t-shirt,clothing-dataset-small/t-shirt/4127da38-89eb-4b8e-a0b5-00150223f73f.jpg,172,172,172
t-shirt,clothing-dataset-small/t-shirt/46621d2e-a520-4fb6-bdd5-6e15432f6b28.jpg,121,180,121
t-shirt,clothing-dataset-small/t-shirt/2a9b33f5-f34e-4a3b-bb3f-307254c8bdbc.jpg,168,146,168
t-shirt,clothing-dataset-small/t-shirt/5da3e2de-dfef-43de-938f-89230c45cc95.jpg,75,101,75
t-shirt,clothing-dataset-small/t-shirt/02ef828a-a7d5-4475-bf44-3907b3a977ff.jpg,139,138,139
t-shirt,clothing-dataset-small/t-shirt/09ffb7d6-3045-4d5a-8f4b-f0e4738fa960.jpg,135,136,135
t-shirt,clothing-dataset-small/t-shirt/7f82b581-a031-438f-9afc-7a0f111e8ca8.jpg,37,37,37
t-shirt,clothing-dataset-small/t-shirt/4d591b2d-59aa-4977-9f27-db69929cb9d8.jpg,107,116,107
t-shirt,clothing-dataset-small/t-shirt/c86fc472-b014-4519-881a-44e7459eaa2c.jpg,29,30,29
t-shirt,clothing-dataset-small/t-shirt/c423771a-0471-4226-b721-d44deb6eba9f.jpg,141,155,141
t-shirt,clothing-dataset-small/t-shirt/bf79cec3-700a-428d-95c9-83cfd923d606.jpg,138,166,138
t-shirt,clothing-dataset-small/t-shirt/1e9db0bb-0f59-44e6-9787-50eaecfd6476.jpg,158,148,158
t-shirt,clothing-dataset-small/t-shirt/1a3b3d48-e500-44e4-9fb3-dadde06ea48b.jpg,198,23,198
t-shirt,clothing-dataset-small/t-shirt/5ebe8a72-4772-4573-a291-56ba5c418da5.jpg,148,113,148
t-shirt,clothing-dataset-small/t-shirt/3c1fee71-022d-44c8-a0c4-c83d43e0ff04.jpg,150,156,150
t-shirt,clothing-dataset-small/t-shirt/58e51574-d451-4a2c-a5d4-c6675781cb54.jpg,70,191,70
t-shirt,clothing-dataset-small/t-shirt/ff84e74e-d53f-43c5-9ba6-351f665e2637.jpg,96,92,96
t-shirt,clothing-dataset-small/t-shirt/1dd614d3-5325-4ed0-b9df-b3753b7ed094.jpg,15,19,15
t-shirt,clothing-dataset-small/t-shirt/911a104e-2ca1-4983-a732-7cff59fcbec1.jpg,187,186,187
t-shirt,clothing-dataset-small/t-shirt/07928474-c6fe-415f-9cb0-6418e497ce56.jpg,38,29,38
t-shirt,clothing-dataset-small/t-shirt/aaa43344-8d40-436c-8e5a-b3b6d0587868.jpg,47,48,47
t-shirt,clothing-dataset-small/t-shirt/e9d146d2-ae94-4d9a-95b6-c98241fb044b.jpg,190,190,190
t-shirt,clothing-dataset-small/t-shirt/dd0c3b93-fce0-4ae0-913f-0a291bf0c590.jpg,229,220,229
t-shirt,clothing-dataset-small/t-shirt/d654cdb0-9687-46d4-9867-f632ae2aecec.jpg,189,67,189
t-shirt,clothing-dataset-small/t-shirt/fe21d6e5-b447-4ef4-ae4b-138cbf1a2220.jpg,160,164,160
t-shirt,clothing-dataset-small/t-shirt/d5332d88-114a-49b4-9f60-23efb19f363f.jpg,205,191,205
t-shirt,clothing-dataset-small/t-shirt/2110b3fe-12f0-4aa7-aa90-778a9b1e7ba5.jpg,135,144,135
t-shirt,clothing-dataset-small/t-shirt/50190d20-30c2-45de-8fba-0749a2223f31.jpg,238,78,238
t-shirt,clothing-dataset-small/t-shirt/63de7e8c-5972-4eff-96c1-88a045880550.jpg,36,30,36
t-shirt,clothing-dataset-small/t-shirt/b1e56afe-aac8-4702-9bdf-9b2512bd4395.jpg,93,122,93
t-shirt,clothing-dataset-small/t-shirt/968dfe4f-b221-40e8-b196-9e889239c71b.jpg,170,2,170
t-shirt,clothing-dataset-small/t-shirt/9bd47c09-cd05-4d03-8968-5ad91ed24a2b.jpg,216,215,216
t-shirt,clothing-dataset-small/t-shirt/39f48611-8f45-4c3d-956f-03490892aaa9.jpg,6,163,6
t-shirt,clothing-dataset-small/t-shirt/3da1c365-4f2c-4411-b34c-f0247232fcd7.jpg,152,153,152
t-shirt,clothing-dataset-small/t-shirt/1ffb85c6-dbf3-4a01-8e62-49c0be6f0d59.jpg,149,166,149
t-shirt,clothing-dataset-small/t-shirt/6873ca27-5771-48ef-a254-11fa1be5f4fd.jpg,160,130,160
t-shirt,clothing-dataset-small/t-shirt/fa9757e7-2af6-4c50-a101-9750853638a0.jpg,99,48,99
t-shirt,clothing-dataset-small/t-shirt/3a57e723-774f-46fd-a94f-97f011b7afeb.jpg,89,86,89
t-shirt,clothing-dataset-small/t-shirt/10fe0db9-3a39-4281-871f-1ee7f2bdda6b.jpg,87,94,87
t-shirt,clothing-dataset-small/t-shirt/a4ff0158-4981-43d5-aed5-6898e5c1bfb2.jpg,97,39,97
t-shirt,clothing-dataset-small/t-shirt/b8b0c023-1fcf-4f16-aeb7-9687f917cd92.jpg,73,100,73
t-shirt,clothing-dataset-small/t-shirt/47438a63-16ff-4384-997f-c2e919baf86a.jpg,71,22,71
t-shirt,clothing-dataset-small/t-shirt/63bb7722-a838-45f6-95be-4a9993373426.jpg,185,43,185
t-shirt,clothing-dataset-small/t-shirt/ed702d70-f0c1-44b5-89a0-9fb17d1e611c.jpg,41,62,41
t-shirt,clothing-dataset-small/t-shirt/909a99a7-1119-4a76-a33c-fc7932e1d6f3.jpg,137,74,137
t-shirt,clothing-dataset-small/t-shirt/b9ad3197-5288-4e71-bb98-2fd3f6ae8a4e.jpg,76,200,76
t-shirt,clothing-dataset-small/t-shirt/692b2e5c-17f5-4620-a365-e943dff37dc5.jpg,62,71,62
t-shirt,clothing-dataset-small/t-shirt/c5b49a04-f4c8-46bd-ab2c-ccc65a1b6308.jpg,105,95,105
t-shirt,clothing-dataset-small/t-shirt/6c2dc101-fc49-4146-9564-ed71b0b17932.jpg,153,161,153
t-shirt,clothing-dataset-small/t-shirt/325f5050-f03e-48ac-9738-c4f6019aefe4.jpg,28,23,28
t-shirt,clothing-dataset-small/t-shirt/d610ff11-997d-41bd-bd15-c72ecacce1fe.jpg,174,75,174
t-shirt,clothing-dataset-small/t-shirt/d9cf9703-1375-4381-a625-d4ea016cc47c.jpg,64,29,64
t-shirt,clothing-dataset-small/t-shirt/bac6b08c-c175-4874-822a-9f3c7bc0ba43.jpg,22,24,22
t-shirt,clothing-dataset-small/t-shirt/16e59add-f4dc-42ed-9d0b-117b82ade746.jpg,142,134,142
t-shirt,clothing-dataset-small/t-shirt/943bff1d-f0df-4c30-a5e4-e549542144a2.jpg,128,141,128
t-shirt,clothing-dataset-small/t-shirt/2b1774a1-a7fe-4cdd-997c-7e58e5459e96.jpg,102,101,102
t-shirt,clothing-dataset-small/t-shirt/237c373e-cd91-4eb0-a2e9-e3da1e1121ca.jpg,222,206,222
t-shirt,clothing-dataset-small/t-shirt/8086c317-da42-48c2-bf29-d1d0063a78c7.jpg,197,196,197
t-shirt,clothing-dataset-small/t-shirt/711549c2-fc5d-469d-b099-4a9e1a73a9be.jpg,180,174,180
t-shirt,clothing-dataset-small/t-shirt/d9cd485b-c83b-472e-b6a4-67b7bf3b4022.jpg,200,149,200
t-shirt,clothing-dataset-small/t-shirt/20f68470-3dda-40ed-8825-de4c1c5cde3c.jpg,176,190,176
t-shirt,clothing-dataset-small/t-shirt/274c9f51-9e9d-46b1-af8b-434c528eb2fd.jpg,215,214,215
t-shirt,clothing-dataset-small/t-shirt/2b2a6d39-1667-4d65-8847-c09cc0c2d1f6.jpg,44,47,44
t-shirt,clothing-dataset-small/t-shirt/248bed38-bb76-4d26-a510-26afa75dc811.jpg,38,28,38
t-shirt,clothing-dataset-small/t-shirt/ad22e3b0-26a2-49cd-b46f-ea9a63c5df60.jpg,204,199,204
t-shirt,clothing-dataset-small/t-shirt/7ac0ac0e-6c82-4e13-890e-5186a62b7807.jpg,89,70,89
t-shirt,clothing-dataset-small/t-shirt/d073241f-b863-4f87-9aeb-c4c99317fc70.jpg,118,122,118
t-shirt,clothing-dataset-small/t-shirt/f5e497d7-302b-491e-9e6b-df7d17a6abeb.jpg,90,85,90
t-shirt,clothing-dataset-small/t-shirt/5aee6e35-20fc-41aa-8db4-7014452b2ab7.jpg,158,154,158
t-shirt,clothing-dataset-small/t-shirt/57ee8ecc-e2ca-497a-9bf2-7fafcbc794fa.jpg,192,99,192
t-shirt,clothing-dataset-small/t-shirt/e1ef33b9-e6ba-4754-8ead-96ba67d654de.jpg,158,44,158
t-shirt,clothing-dataset-small/t-shirt/310a4272-ce60-43b9-a83b-bfd4e566574e.jpg,64,101,64
t-shirt,clothing-dataset-small/t-shirt/e7090cf1-5f30-4dc6-b51b-27b82bd30015.jpg,218,213,218
t-shirt,clothing-dataset-small/t-shirt/f5f193c8-5953-4fc8-a385-27352b7c75ea.jpg,145,129,145
t-shirt,clothing-dataset-small/t-shirt/1cab0eb2-60f6-4d0a-a380-9a07b834d855.jpg,121,111,121
t-shirt,clothing-dataset-small/t-shirt/b40637fa-5d3f-4467-80d6-e9c1722292bb.jpg,70,66,70
t-shirt,clothing-dataset-small/t-shirt/b2d4500e-92cb-4474-9e76-8a8cb6e36012.jpg,182,180,182
t-shirt,clothing-dataset-small/t-shirt/783d29b5-6db3-41fa-9db7-d3790bab15fb.jpg,65,60,65
t-shirt,clothing-dataset-small/t-shirt/0aa095c3-9d4d-4416-8788-82655af859a8.jpg,200,202,200
shorts,clothing-dataset-small/shorts/d885f493-1070-4d51-bd11-f1ec156a2aa7.jpg,207,119,207
shorts,clothing-dataset-small/shorts/f8eb9935-30b5-41a8-95dc-5f05dec84dc6.jpg,197,192,197
shorts,clothing-dataset-small/shorts/0eebc4eb-24d7-4c53-bdf9-59c2e894ce59.jpg,93,99,93
shorts,clothing-dataset-small/shorts/6afd5c40-28fd-4673-b87e-dd03e9411979.jpg,159,151,159
shorts,clothing-dataset-small/shorts/78534d30-3cc9-409f-a8be-903f5864af3f.jpg,155,133,155
shorts,clothing-dataset-small/shorts/66a24970-4dc1-4033-b026-c873ef374baa.jpg,181,157,181
shorts,clothing-dataset-small/shorts/1f0f0d60-7a02-46e9-b875-e206c1d8995b.jpg,188,171,188
shorts,clothing-dataset-small/shorts/028223d5-e408-4b02-b1a1-2cc641fb9500.jpg,211,201,211
shorts,clothing-dataset-small/shorts/fb2e8f5d-7433-4abb-b606-6bd4e736edaf.jpg,39,51,39
shorts,clothing-dataset-small/shorts/2ce832eb-750f-4753-a00b-4bf9dee8b88e.jpg,43,59,43
shorts,clothing-dataset-small/shorts/7abae46c-5bb5-4652-9fee-ce292af58e71.jpg,110,88,110
shorts,clothing-dataset-small/shorts/dd4a72e6-a2c8-48ec-8cee-07ca47282f58.jpg,168,170,168
shorts,clothing-dataset-small/shorts/69f40819-af7e-43f5-a4ea-87ebdc384305.jpg,65,78,65
shorts,clothing-dataset-small/shorts/1a837d72-8a6b-487b-aa36-b3c2d19a8af5.jpg,158,232,158
shorts,clothing-dataset-small/shorts/d3a28970-70d6-47d7-845b-e19cb9f7e7bd.jpg,54,65,54
shorts,clothing-dataset-small/shorts/a265ba1a-c515-4643-b6dc-047bbd3b3acf.jpg,3,143,3
shorts,clothing-dataset-small/shorts/6cbd8a06-b3b2-49ce-893d-13d49d1411be.jpg,174,59,174
shorts,clothing-dataset-small/shorts/8244f022-e6d4-4024-a03c-7f8ff73b42b9.jpg,37,39,37
shorts,clothing-dataset-small/shorts/5771c333-b23a-4499-86d9-02d0c047bb70.jpg,130,124,130
shorts,clothing-dataset-small/shorts/fb1dc0b4-07d3-4ad0-918b-9cca96d4a1f7.jpg,66,77,66
shorts,clothing-dataset-small/shorts/8e8edebf-95ac-491f-8256-bd5749f1e2bb.jpg,197,195,197
shorts,clothing-dataset-small/shorts/97c4ebd3-715f-4809-881a-7363ce0da4cb.jpg,64,70,64
shorts,clothing-dataset-small/shorts/c941340b-3bc1-4869-825c-302f33d1ebab.jpg,114,133,114
shorts,clothing-dataset-small/shorts/d4825958-1013-4e12-b56c-3d88193cc5d7.jpg,189,32,189
shorts,clothing-dataset-small/shorts/92af39a3-3cad-4753-9818-b83bf03c398b.jpg,119,143,119
shorts,clothing-dataset-small/shorts/5f2c69cd-918b-4ee0-9e74-7fa12d5095ab.jpg,89,112,89
shorts,clothing-dataset-small/shorts/41cab754-3e1a-442a-9e95-b42199db0b48.jpg,44,49,44
shorts,clothing-dataset-small/shorts/7a9d5c6f-d1b6-42e6-8200-da323a048bc6.jpg,7,95,7
shorts,clothing-dataset-small/shorts/00f4bb77-5cbd-4c81-98b5-42647b8d0c64.jpg,89,83,89
shorts,clothing-dataset-small/shorts/eaebcbd6-c54d-435e-a679-13ca18e96e4c.jpg,22,22,22
shorts,clothing-dataset-small/shorts/a824deb0-6985-4b11-a987-74d47f5fc33e.jpg,200,103,200
shorts,clothing-dataset-small/shorts/d9d51d99-952c-42cd-9e27-140c7053a6f8.jpg,25,27,25
shorts,clothing-dataset-small/shorts/35e0d6b8-da0c-4ce8-b2d6-6117d02e9549.jpg,108,92,108
shorts,clothing-dataset-small/shorts/69508b45-ce30-4cb6-93e9-6c672171cf78.jpg,165,174,165
shorts,clothing-dataset-small/shorts/3f7d16eb-7c7b-45fe-8d3b-ffb38124b52c.jpg,57,107,57
shorts,clothing-dataset-small/shorts/be4e12cd-1a81-4ddb-93f3-5f29a24b7eb6.jpg,29,64,29
shorts,clothing-dataset-small/shorts/c4a54a57-7fe9-48bd-9d9e-2c3e517e6154.jpg,33,198,33
shorts,clothing-dataset-small/shorts/4615e916-41bd-4793-bbb1-8aa1855ba4e3.jpg,142,177,142
shorts,clothing-dataset-small/shorts/b911d68f-dfea-45fd-b66b-6c2bac08c642.jpg,91,86,91
shorts,clothing-dataset-small/shorts/f59e0f32-036d-42f8-a29d-4f12f9c70eed.jpg,2,149,2
shorts,clothing-dataset-small/shorts/2030d1b9-42f8-4e67-8d21-2f41d7480ec6.jpg,107,100,107
shorts,clothing-dataset-small/shorts/5d3a1404-697f-479f-9090-c1ecd0413d27.jpg,40,42,40
shorts,clothing-dataset-small/shorts/afa4499d-8694-4e2d-8ade-d371e2cde995.jpg,49,46,49
shorts,clothing-dataset-small/shorts/5e36ffa0-fd70-4a61-9b63-bea16ce83616.jpg,42,39,42
shorts,clothing-dataset-small/shorts/9880392c-6e7f-43c9-b975-9962aa4f4f4f.jpg,110,120,110
shorts,clothing-dataset-small/shorts/093c92b3-1d92-493c-bfb8-c0735429dea3.jpg,8,126,8
shorts,clothing-dataset-small/shorts/9e6fb1c3-a167-4374-a1b7-4e6cb14ce8a6.jpg,165,158,165
shorts,clothing-dataset-small/shorts/47ea331b-d59b-4043-9b35-6ede8ba7c194.jpg,171,170,171
shorts,clothing-dataset-small/shorts/1b27b2d0-f0ab-4f61-b39e-7c21682fdcea.jpg,58,59,58
shorts,clothing-dataset-small/shorts/3c0771c3-03ce-42fd-b0c5-b5fdd46f9fd9.jpg,129,137,129
shorts,clothing-dataset-small/shorts/268d1b4b-4700-4468-aa52-eacf32a3e2bd.jpg,209,106,209
shorts,clothing-dataset-small/shorts/763f1369-1d31-434d-b2c0-f3dc60576a63.jpg,105,113,105
shorts,clothing-dataset-small/shorts/eae092a5-8a1c-49d6-88f6-1ee8c71c0e07.jpg,106,90,106
shorts,clothing-dataset-small/shorts/adc1a4dc-883b-4b00-92e9-5538026cb00d.jpg,127,78,127
shorts,clothing-dataset-small/shorts/dc9466c6-abd0-4df7-85ac-206cf8c54f74.jpg,186,194,186
shorts,clothing-dataset-small/shorts/ed22b4d2-a0ba-406d-8107-dc98a196cbcc.jpg,104,120,104
shorts,clothing-dataset-small/shorts/d011f05f-6f9b-45f6-be93-c8e1bd0013aa.jpg,122,108,122
shorts,clothing-dataset-small/shorts/74c9c463-9a08-4477-95af-0f323c7c2ae9.jpg,132,167,132
shorts,clothing-dataset-small/shorts/6eb9a1b8-8dca-495c-b05c-271e1b4a395c.jpg,50,98,50
shorts,clothing-dataset-small/shorts/69db5cf5-f331-4bb6-a610-f49d2a514150.jpg,192,177,192
shorts,clothing-dataset-small/shorts/14e754c0-a104-47be-b038-7b1e46068caa.jpg,34,13,34
shorts,clothing-dataset-small/shorts/372787ed-7a3c-42b5-87b9-91c28567eb72.jpg,63,144,63
shorts,clothing-dataset-small/shorts/cdc9a9fe-dec0-4c01-81c3-f4f94679d2c2.jpg,154,33,154
shorts,clothing-dataset-small/shorts/1417c271-ce40-40b7-bee1-32344bab6f16.jpg,151,168,151
shorts,clothing-dataset-small/shorts/c65f8289-e55a-4f8c-a388-a4c6424fce79.jpg,77,78,77
shorts,clothing-dataset-small/shorts/1bcf8cc6-9d6e-49d6-ab17-6b6bb795eadb.jpg,72,99,72
shorts,clothing-dataset-small/shorts/6ee3ab1d-a230-431f-b848-99f70173f3ab.jpg,157,150,157
shorts,clothing-dataset-small/shorts/d2bbcd06-5d22-4bbf-8780-df9c7818b45a.jpg,229,195,229
shorts,clothing-dataset-small/shorts/52a47d7f-8a47-4c57-8d72-d269d8106aa2.jpg,211,184,211
shorts,clothing-dataset-small/shorts/249788eb-c7d1-470e-8872-196e9010db7b.jpg,2,131,2
shorts,clothing-dataset-small/shorts/05e3ce4d-237e-43c5-be5c-20f1a11280b2.jpg,109,105,109
shorts,clothing-dataset-small/shorts/5bb7f045-6716-49e8-be40-09ba71efdf69.jpg,106,102,106
shorts,clothing-dataset-small/shorts/4332be6c-e992-4dab-8be4-823c183f8249.jpg,39,46,39
shorts,clothing-dataset-small/shorts/7882749a-5565-4c6b-ab4c-52d871babcc5.jpg,145,114,145
shorts,clothing-dataset-small/shorts/f5c1e802-6920-4a78-966a-2a256bce968a.jpg,186,179,186
